url,title,rating_n_reviews,img_cover,price,ADR,sp_url,roomtype_type,bedrooms,bathrooms,property_type,amenities_available,real_estate_type,accommodates
/rooms/51972513?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2023-08-09&check_out=2023-08-14&source_impression_id=p3_1691588811_Egdcdwx7u5USeyuX&previous_page_section_name=1000&federated_search_id=1fb994b5-30b5-484f-b615-a226ab599206,Home in Phoenix,5.0 (15),https://a0.muscache.com/im/pictures/miso/Hosting-51972513/original/9ea4127f-6c5f-41ee-b6a2-91abb82b58d3.jpeg?im_w=720,empty,empty,https://www.airbnb.com/s/Phoenix--AZ--United-States/homes?price_min=500&price_max=505&items_offset=0,Entire home hosted by Trent,3 bedrooms,4 baths,empty,Stays,empty,6 guests · 
/rooms/665806715893155410?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2023-08-12&check_out=2023-08-17&source_impression_id=p3_1691588811_5RTvERs3WUWsnf%2BM&previous_page_section_name=1000&federated_search_id=1fb994b5-30b5-484f-b615-a226ab599206,Home in Paradise Valley,4.93 (40),https://a0.muscache.com/im/pictures/prohost-api/Hosting-665806715893155410/original/5fb133f1-6ad9-467d-91b9-91b16b4b084b.jpeg?im_w=720,$500 ,$500 ,https://www.airbnb.com/s/Phoenix--AZ--United-States/homes?price_min=500&price_max=505&items_offset=0,Entire home hosted by VRBHo LLC,6 bedrooms,6 baths,empty,Stays,empty,14 guests · 
/rooms/665960765167990230?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2023-08-09&check_out=2023-08-14&source_impression_id=p3_1691588811_SmnXwu3S2J8%2FHBGa&previous_page_section_name=1000&federated_search_id=1fb994b5-30b5-484f-b615-a226ab599206,Home in Chandler,5.0 (25),https://a0.muscache.com/im/pictures/miso/Hosting-665960765167990230/original/52714137-f9b6-452a-9922-84ef171a27b6.jpeg?im_w=720,$504 ,$504 ,https://www.airbnb.com/s/Phoenix--AZ--United-States/homes?price_min=500&price_max=505&items_offset=0,Entire home hosted by Shelly,5 bedrooms,4.5 baths,empty,Stays,empty,12 guests · 
/rooms/918958723427776139?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2023-08-09&check_out=2023-08-14&source_impression_id=p3_1691588811_%2BH%2FaU0iFoKAEKOIg&previous_page_section_name=1000&federated_search_id=1fb994b5-30b5-484f-b615-a226ab599206,Home in Glendale,New,https://a0.muscache.com/im/pictures/miso/Hosting-918958723427776139/original/299beab1-5bab-4e92-99e7-9e762eb6f67d.jpeg?im_w=720,$500 ,$500 ,https://www.airbnb.com/s/Phoenix--AZ--United-States/homes?price_min=500&price_max=505&items_offset=0,Entire home hosted by Cristian,4 bedrooms,4 baths,empty,Stays,empty,8 guests · 
/rooms/54095398?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2023-08-09&check_out=2023-08-14&source_impression_id=p3_1691588811_%2BJZhfiyXxE85VLSO&previous_page_section_name=1000&federated_search_id=1fb994b5-30b5-484f-b615-a226ab599206,Home in Scottsdale,4.5 (4),https://a0.muscache.com/im/pictures/miso/Hosting-54095398/original/a3d819eb-6ffe-4553-ba5d-79379defe827.jpeg?im_w=720,$500 ,$500 ,https://www.airbnb.com/s/Phoenix--AZ--United-States/homes?price_min=500&price_max=505&items_offset=0,Entire home hosted by The Welcome Home Group,4 bedrooms,2 baths,empty,Stays,empty,8 guests · 
/rooms/813842038415623328?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2024-03-10&check_out=2024-03-17&source_impression_id=p3_1691588811_TwAh42fKV1qRZjev&previous_page_section_name=1000&federated_search_id=1fb994b5-30b5-484f-b615-a226ab599206,Villa in Scottsdale,empty,https://a0.muscache.com/im/pictures/miso/Hosting-813842038415623328/original/8c14fbb9-027d-45a2-b3cf-9e22ba08cbd3.jpeg?im_w=720,$501 ,$501 ,https://www.airbnb.com/s/Phoenix--AZ--United-States/homes?price_min=500&price_max=505&items_offset=0,Entire villa hosted by David,1 bedroom,1 bath,empty,Stays,empty,4 guests · 
/rooms/934891726759252449?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2023-08-09&check_out=2023-08-14&source_impression_id=p3_1691588811_D2axemaj3KT6Soc1&previous_page_section_name=1000&federated_search_id=1fb994b5-30b5-484f-b615-a226ab599206,Home in Phoenix,New,https://a0.muscache.com/im/pictures/miso/Hosting-934891726759252449/original/464eface-1890-491d-99b4-1f74082ad520.jpeg?im_w=720,$500 ,$500 ,https://www.airbnb.com/s/Phoenix--AZ--United-States/homes?price_min=500&price_max=505&items_offset=0,Entire home hosted by Rosann,4 bedrooms,3 baths,empty,Stays,empty,14 guests · 
/rooms/51684387?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2023-08-13&check_out=2023-08-18&source_impression_id=p3_1691588811_1kZddmFiFPiktntA&previous_page_section_name=1000&federated_search_id=1fb994b5-30b5-484f-b615-a226ab599206,Home in Scottsdale,5.0 (41),https://a0.muscache.com/im/pictures/miso/Hosting-51684387/original/5188ca60-7720-4d96-84db-2d2f4deaf607.jpeg?im_w=720,empty,empty,https://www.airbnb.com/s/Phoenix--AZ--United-States/homes?price_min=500&price_max=505&items_offset=0,Entire home hosted by Jon,5 bedrooms,5 baths,empty,Stays,empty,14 guests · 
/rooms/45922726?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2023-08-26&check_out=2023-08-31&source_impression_id=p3_1691588811_l7vlGUDnI48OUxm3&previous_page_section_name=1000&federated_search_id=1fb994b5-30b5-484f-b615-a226ab599206,Home in Scottsdale,4.86 (92),https://a0.muscache.com/im/pictures/miso/Hosting-45922726/original/c261cfd8-71e6-48bd-9991-ed73a465b370.jpeg?im_w=720,$500 ,$500 ,https://www.airbnb.com/s/Phoenix--AZ--United-States/homes?price_min=500&price_max=505&items_offset=0,Entire home hosted by VRBHo LLC,7 bedrooms,4 baths,empty,Stays,empty,16+ guests · 
/rooms/616709572164105707?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2023-08-10&check_out=2023-08-15&source_impression_id=p3_1691588811_i1g%2BPqaUQl7q6dRp&previous_page_section_name=1000&federated_search_id=1fb994b5-30b5-484f-b615-a226ab599206,Home in Scottsdale,4.86 (22),https://a0.muscache.com/im/pictures/prohost-api/Hosting-616709572164105707/original/780e1aaa-57d6-43d9-9da1-90e201af4474.jpeg?im_w=720,empty,empty,https://www.airbnb.com/s/Phoenix--AZ--United-States/homes?price_min=500&price_max=505&items_offset=0,Entire home hosted by Margie,4 bedrooms,3 baths,empty,Stays,empty,10 guests · 
/rooms/724137031006570136?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2023-08-13&check_out=2023-08-18&source_impression_id=p3_1691588811_HTIITkM5Y7XizDJq&previous_page_section_name=1000&federated_search_id=1fb994b5-30b5-484f-b615-a226ab599206,Home in Scottsdale,5.0 (12),https://a0.muscache.com/im/pictures/miso/Hosting-724137031006570136/original/808865a4-afcd-4963-a8d0-d97f8ffb51f7.jpeg?im_w=720,$500 ,$500 ,https://www.airbnb.com/s/Phoenix--AZ--United-States/homes?price_min=500&price_max=505&items_offset=0,Entire home hosted by Maral,3 bedrooms,2.5 baths,empty,Stays,empty,10 guests · 
/rooms/28625896?adults=1&category_tag=Tag%3A8678&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2023-09-01&check_out=2023-09-06&source_impression_id=p3_1691588811_ReeKT05lolly8omN&previous_page_section_name=1000&federated_search_id=1fb994b5-30b5-484f-b615-a226ab599206,Room in Phoenix,5.0 (3),https://a0.muscache.com/im/pictures/user/6d83e934-078d-4dd7-8252-8241220bab47.jpg?aki_policy=profile_small,$500 ,$500 ,https://www.airbnb.com/s/Phoenix--AZ--United-States/homes?price_min=500&price_max=505&items_offset=0,Room in a home hosted by Heidi And Troy,empty,empty,empty,Stays,empty,empty
/rooms/826195760055133590?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2023-09-23&check_out=2023-09-29&source_impression_id=p3_1691588811_tszp016ASq%2FxYkNJ&previous_page_section_name=1000&federated_search_id=1fb994b5-30b5-484f-b615-a226ab599206,Resort in Phoenix,empty,https://a0.muscache.com/im/pictures/prohost-api/Hosting-826195760055133590/original/0f2a85a6-05d4-460f-bf6d-e68411075046.jpeg?im_w=720,$503 ,$503 ,https://www.airbnb.com/s/Phoenix--AZ--United-States/homes?price_min=500&price_max=505&items_offset=0,Resort hosted by Kylie,2 bedrooms,2 baths,empty,Stays,empty,8 guests · 
/rooms/706346561777318858?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2023-09-03&check_out=2023-09-08&source_impression_id=p3_1691588811_II0gTAViABt15yiT&previous_page_section_name=1000&federated_search_id=1fb994b5-30b5-484f-b615-a226ab599206,Villa in Scottsdale,5.0 (34),https://a0.muscache.com/im/pictures/prohost-api/Hosting-706346561777318858/original/64dcd4e7-9d7c-468d-a03b-4cc46a1875ba.jpeg?im_w=720,$500 ,$500 ,https://www.airbnb.com/s/Phoenix--AZ--United-States/homes?price_min=500&price_max=505&items_offset=0,Entire villa hosted by Kathy,4 bedrooms,2 baths,empty,Stays,empty,12 guests · 
/rooms/805039438226490364?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2023-08-09&check_out=2023-08-14&source_impression_id=p3_1691588811_j2f219a5rWxKcVrf&previous_page_section_name=1000&federated_search_id=1fb994b5-30b5-484f-b615-a226ab599206,Home in Phoenix,empty,https://a0.muscache.com/im/pictures/miso/Hosting-805039438226490364/original/9a161576-cbde-4410-b62d-1d0f4771ba5f.jpeg?im_w=720,$500 ,$500 ,https://www.airbnb.com/s/Phoenix--AZ--United-States/homes?price_min=500&price_max=505&items_offset=0,Entire home hosted by Nicole,4 bedrooms,2 baths,empty,Stays,empty,10 guests · 
/rooms/23258217?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2023-08-11&check_out=2023-08-16&source_impression_id=p3_1691588811_AnNCZPc6Y4pzHNk2&previous_page_section_name=1000&federated_search_id=1fb994b5-30b5-484f-b615-a226ab599206,Guesthouse in Goodyear,4.99 (127),https://a0.muscache.com/im/pictures/8ad92aa4-55fa-4b97-9e95-849fc1f06d24.jpg?im_w=720,$500 ,$500 ,https://www.airbnb.com/s/Phoenix--AZ--United-States/homes?price_min=500&price_max=505&items_offset=0,Entire guesthouse hosted by Ron & Shelly,1 bedroom,1 bath,empty,Stays,empty,4 guests · 
/rooms/41212643?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2023-08-09&check_out=2023-08-14&source_impression_id=p3_1691588811_IHFRqCWzmq8Lo1XS&previous_page_section_name=1000&federated_search_id=1fb994b5-30b5-484f-b615-a226ab599206,Guesthouse in Paradise Valley,empty,https://a0.muscache.com/im/pictures/miso/Hosting-41212643/original/265a77af-ee7f-42ec-b9cf-409d7b1ad98a.jpeg?im_w=720,$500 ,$500 ,https://www.airbnb.com/s/Phoenix--AZ--United-States/homes?price_min=500&price_max=505&items_offset=0,Entire guesthouse hosted by Marlene,2 bedrooms,2 baths,Check-in after 3:00 PM,Stays,Check-in after 3:00 PM,4 guests · 
/rooms/750279772729524985?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2023-08-11&check_out=2023-08-16&source_impression_id=p3_1691588811_kaTifR%2B46dmUcCKz&previous_page_section_name=1000&federated_search_id=1fb994b5-30b5-484f-b615-a226ab599206,Home in Scottsdale,4.75 (4),https://a0.muscache.com/im/pictures/56290203-0921-4004-a7fe-3d07446a4548.jpg?im_w=720,$500 ,$500 ,https://www.airbnb.com/s/Phoenix--AZ--United-States/homes?price_min=500&price_max=505&items_offset=0,Entire home hosted by Toni,4 bedrooms,2 baths,empty,Stays,empty,6 guests · 
/rooms/844199143906864374?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2023-08-09&check_out=2023-08-15&source_impression_id=p3_1691588816_h8Nq4Y1cpFCa9SFA&previous_page_section_name=1000&federated_search_id=f789ebb2-264a-4670-829f-c9bc5e6b9277,Home in Scottsdale,empty,https://a0.muscache.com/im/pictures/miso/Hosting-844199143906864374/original/8aa1e0cf-84f5-4cab-8510-63bf81336216.jpeg?im_w=720,$500 ,$500 ,https://www.airbnb.com/s/Phoenix--AZ--United-States/homes?price_min=500&price_max=505&items_offset=18,Entire home hosted by Noelle,3 bedrooms,2 baths,empty,Stays,empty,6 guests · 
/rooms/32020409?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2023-08-18&check_out=2023-08-24&source_impression_id=p3_1691588816_qO%2FfnDzxElDrarCA&previous_page_section_name=1000&federated_search_id=f789ebb2-264a-4670-829f-c9bc5e6b9277,Townhouse in Scottsdale,4.91 (68),https://a0.muscache.com/im/pictures/miso/Hosting-32020409/original/5a88e6c0-fd9f-473e-a3ab-f161d0756895.jpeg?im_w=720,$500 ,$500 ,https://www.airbnb.com/s/Phoenix--AZ--United-States/homes?price_min=500&price_max=505&items_offset=18,Entire townhouse hosted by Phillip,3 bedrooms,2.5 baths,empty,Stays,empty,7 guests · 
/rooms/10791057?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2023-08-21&check_out=2023-08-26&source_impression_id=p3_1691588816_qWQMEV7XtpdCHxra&previous_page_section_name=1000&federated_search_id=f789ebb2-264a-4670-829f-c9bc5e6b9277,Home in Scottsdale,4.89 (18),https://a0.muscache.com/im/pictures/miso/Hosting-10791057/original/f066eb40-893e-4ab0-ae37-cd1db87f186e.jpeg?im_w=720,$505 ,$505 ,https://www.airbnb.com/s/Phoenix--AZ--United-States/homes?price_min=500&price_max=505&items_offset=18,Entire home hosted by Lindsay,4 bedrooms,2.5 baths,Check-in after 4:00 PM,Stays,Check-in after 4:00 PM,6 guests · 
/rooms/817781309129562202?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2023-08-11&check_out=2023-08-18&source_impression_id=p3_1691588816_CDLhK87PeazvZd5I&previous_page_section_name=1000&federated_search_id=f789ebb2-264a-4670-829f-c9bc5e6b9277,Home in Peoria,empty,https://a0.muscache.com/im/pictures/miso/Hosting-817781309129562202/original/453e0319-fed5-4e46-86ea-99608b4d62da.jpeg?im_w=720,$500 ,$500 ,https://www.airbnb.com/s/Phoenix--AZ--United-States/homes?price_min=500&price_max=505&items_offset=18,Entire home hosted by Kaylin,3 bedrooms,2 baths,empty,Stays,empty,5 guests · 
/rooms/804478299222089170?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2024-06-01&check_out=2024-06-06&source_impression_id=p3_1691588816_nAu03I9ZbWVQ2VCn&previous_page_section_name=1000&federated_search_id=f789ebb2-264a-4670-829f-c9bc5e6b9277,Home in Glendale,5.0 (3),https://a0.muscache.com/im/pictures/miso/Hosting-804478299222089170/original/91bdd85d-7ade-4f6d-b4b9-62145e684ead.jpeg?im_w=720,$500 ,$500 ,https://www.airbnb.com/s/Phoenix--AZ--United-States/homes?price_min=500&price_max=505&items_offset=18,Entire home hosted by Debbie,4 bedrooms,2.5 baths,empty,Stays,empty,9 guests · 
/rooms/588356675270100589?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2024-05-17&check_out=2024-05-22&source_impression_id=p3_1691588816_WPBb61iA6HiEaDtA&previous_page_section_name=1000&federated_search_id=f789ebb2-264a-4670-829f-c9bc5e6b9277,Home in Glendale,5.0 (4),https://a0.muscache.com/im/pictures/miso/Hosting-588356675270100589/original/30527062-0401-4921-8b20-8797bd98df2e.jpeg?im_w=720,$500 ,$500 ,https://www.airbnb.com/s/Phoenix--AZ--United-States/homes?price_min=500&price_max=505&items_offset=18,Entire home hosted by Qiao,4 bedrooms,2.5 baths,empty,Stays,empty,6 guests · 
/rooms/785027359994888297?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2023-09-03&check_out=2023-09-08&source_impression_id=p3_1691588816_GXu4jkWFdBymIBmr&previous_page_section_name=1000&federated_search_id=f789ebb2-264a-4670-829f-c9bc5e6b9277,Home in Peoria,empty,https://a0.muscache.com/im/pictures/0627f70e-8f2e-4999-b34e-4821bd3565fe.jpg?im_w=720,$500 ,$500 ,https://www.airbnb.com/s/Phoenix--AZ--United-States/homes?price_min=500&price_max=505&items_offset=18,Entire home hosted by Ruby,3 bedrooms,2 baths,empty,Stays,empty,9 guests · 
/rooms/795949669133995811?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2023-09-30&check_out=2023-10-05&source_impression_id=p3_1691588816_Rgi3q7I2yoQqoa9P&previous_page_section_name=1000&federated_search_id=f789ebb2-264a-4670-829f-c9bc5e6b9277,Home in Phoenix,empty,https://a0.muscache.com/im/pictures/miso/Hosting-795949669133995811/original/2112d332-884b-4dd7-818c-0773e41306b2.jpeg?im_w=720,$500 ,$500 ,https://www.airbnb.com/s/Phoenix--AZ--United-States/homes?price_min=500&price_max=505&items_offset=18,Entire home hosted by Monique,4 bedrooms,3 baths,empty,Stays,empty,12 guests · 
/rooms/797753631176671937?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2023-08-09&check_out=2023-08-14&source_impression_id=p3_1691588816_6JdPXw0TzLTSaoUc&previous_page_section_name=1000&federated_search_id=f789ebb2-264a-4670-829f-c9bc5e6b9277,Apartment in Phoenix,empty,https://a0.muscache.com/im/pictures/miso/Hosting-797753631176671937/original/c14cd9b3-e0e3-49c0-b974-0fffaf0c0b5c.jpeg?im_w=720,$500 ,$500 ,https://www.airbnb.com/s/Phoenix--AZ--United-States/homes?price_min=500&price_max=505&items_offset=18,Entire rental unit hosted by Alea,1 bedroom,1 bath,empty,Stays,empty,3 guests · 
/rooms/53146996?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2023-08-16&check_out=2023-08-22&source_impression_id=p3_1691588816_Jmd1m%2BHV66UgCUYx&previous_page_section_name=1000&federated_search_id=f789ebb2-264a-4670-829f-c9bc5e6b9277,Home in Scottsdale,empty,https://a0.muscache.com/im/pictures/miso/Hosting-53146996/original/2b968bfc-bbc5-4f9e-ae2c-007ae463179a.jpeg?im_w=720,$500 ,$500 ,https://www.airbnb.com/s/Phoenix--AZ--United-States/homes?price_min=500&price_max=505&items_offset=18,Entire home hosted by Kirin,4 bedrooms,2.5 baths,empty,Stays,empty,8 guests · 
/rooms/771623328972470254?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2023-09-14&check_out=2023-09-19&source_impression_id=p3_1691588816_kMtU4kXU2%2BYI8VzK&previous_page_section_name=1000&federated_search_id=f789ebb2-264a-4670-829f-c9bc5e6b9277,Home in Glendale,5.0 (10),https://a0.muscache.com/im/pictures/miso/Hosting-771623328972470254/original/f84f760b-8bf3-4ef4-adea-26900979ac7e.jpeg?im_w=720,empty,empty,https://www.airbnb.com/s/Phoenix--AZ--United-States/homes?price_min=500&price_max=505&items_offset=18,Entire home hosted by Julian,3 bedrooms,2 baths,empty,Stays,empty,7 guests · 
/rooms/711619280999347872?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2023-08-16&check_out=2023-08-21&source_impression_id=p3_1691588816_TB58l5vTX5qXDYh6&previous_page_section_name=1000&federated_search_id=f789ebb2-264a-4670-829f-c9bc5e6b9277,Home in Tempe,empty,https://a0.muscache.com/im/pictures/miso/Hosting-711619280999347872/original/a2e6a964-a8ee-468a-9464-378da4fa6237.jpeg?im_w=720,$500 ,$500 ,https://www.airbnb.com/s/Phoenix--AZ--United-States/homes?price_min=500&price_max=505&items_offset=18,Entire home hosted by Haley,5 bedrooms,3.5 baths,empty,Stays,empty,12 guests · 
/rooms/803208791773877704?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2023-08-16&check_out=2023-08-21&source_impression_id=p3_1691588816_TsQJZ9W77YbbULjO&previous_page_section_name=1000&federated_search_id=f789ebb2-264a-4670-829f-c9bc5e6b9277,Apartment in Scottsdale,empty,https://a0.muscache.com/im/pictures/miso/Hosting-803208791773877704/original/e2b9e8d6-2db1-4c5c-b3c0-0c3fbe5f51aa.jpeg?im_w=720,$500 ,$500 ,https://www.airbnb.com/s/Phoenix--AZ--United-States/homes?price_min=500&price_max=505&items_offset=18,Entire rental unit hosted by Geri,1 bedroom,1 bath,empty,Stays,empty,4 guests · 
/rooms/817543830813520560?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2023-08-09&check_out=2023-08-14&source_impression_id=p3_1691588816_mcbMo%2Blmz%2B2RJbrQ&previous_page_section_name=1000&federated_search_id=f789ebb2-264a-4670-829f-c9bc5e6b9277,Apartment in Scottsdale,4.0 (3),https://a0.muscache.com/im/pictures/miso/Hosting-817543830813520560/original/7226726e-11c9-413d-928d-e4156fe28dd7.jpeg?im_w=720,$500 ,$500 ,https://www.airbnb.com/s/Phoenix--AZ--United-States/homes?price_min=500&price_max=505&items_offset=18,Entire rental unit hosted by Elite,2 bedrooms,2 baths,empty,Stays,empty,5 guests · 
/rooms/53608076?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2023-08-11&check_out=2023-08-16&source_impression_id=p3_1691588816_KJC1HB7BC0sQtgtp&previous_page_section_name=1000&federated_search_id=f789ebb2-264a-4670-829f-c9bc5e6b9277,Home in Goodyear,5.0 (8),https://a0.muscache.com/im/pictures/71a62846-9659-4e2f-87f5-17cebeccf72a.jpg?im_w=720,$500 ,$500 ,https://www.airbnb.com/s/Phoenix--AZ--United-States/homes?price_min=500&price_max=505&items_offset=18,Entire home hosted by Kelly,6 bedrooms,3.5 baths,empty,Stays,empty,10 guests · 
/rooms/810804924239306728?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2023-08-09&check_out=2023-08-14&source_impression_id=p3_1691588816_LMqqkSpgDTLjQGIA&previous_page_section_name=1000&federated_search_id=f789ebb2-264a-4670-829f-c9bc5e6b9277,Guesthouse in Phoenix,empty,https://a0.muscache.com/im/pictures/miso/Hosting-810804924239306728/original/7a7a18fd-15dc-4cde-ae4a-7474111d617d.jpeg?im_w=720,$500 ,$500 ,https://www.airbnb.com/s/Phoenix--AZ--United-States/homes?price_min=500&price_max=505&items_offset=18,Entire guesthouse hosted by Juan Carlos,1 bedroom,1 bath,empty,Stays,empty,2 guests · 
/rooms/53215290?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2023-10-01&check_out=2023-10-06&source_impression_id=p3_1691588816_4lcMYQY8r%2Fjc43Vg&previous_page_section_name=1000&federated_search_id=f789ebb2-264a-4670-829f-c9bc5e6b9277,Home in Glendale,5.0 (4),https://a0.muscache.com/im/pictures/miso/Hosting-53215290/original/f690ca28-9969-42cf-b7cb-d55634450ae1.jpeg?im_w=720,$501 ,$501 ,https://www.airbnb.com/s/Phoenix--AZ--United-States/homes?price_min=500&price_max=505&items_offset=18,Entire home hosted by Tina,4 bedrooms,2.5 baths,empty,Stays,empty,2 guests · 
/rooms/766180172093992431?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2024-07-21&check_out=2024-07-28&source_impression_id=p3_1691588816_V7IOPdunq05JR9c%2B&previous_page_section_name=1000&federated_search_id=f789ebb2-264a-4670-829f-c9bc5e6b9277,Apartment in Scottsdale,empty,https://a0.muscache.com/im/pictures/miso/Hosting-766180172093992431/original/6ec7b730-20c2-4099-99aa-80538d2a1484.jpeg?im_w=720,$500 ,$500 ,https://www.airbnb.com/s/Phoenix--AZ--United-States/homes?price_min=500&price_max=505&items_offset=18,Entire rental unit hosted by Gayle,1 bedroom,1 bath,empty,Stays,empty,4 guests · 
/rooms/766180172093992431?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2024-07-21&check_out=2024-07-28&source_impression_id=p3_1691588820_rUYA4HSLx82IXN0r&previous_page_section_name=1000&federated_search_id=668170ce-6488-421f-b78a-75952ccbce95,Apartment in Scottsdale,empty,https://a0.muscache.com/im/pictures/miso/Hosting-766180172093992431/original/6ec7b730-20c2-4099-99aa-80538d2a1484.jpeg?im_w=720,$500 ,$500 ,https://www.airbnb.com/s/Phoenix--AZ--United-States/homes?price_min=500&price_max=505&items_offset=36,Entire rental unit hosted by Gayle,1 bedroom,1 bath,empty,Stays,empty,4 guests · 
/rooms/40900765?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2023-10-27&check_out=2023-11-02&source_impression_id=p3_1691588820_zqH5LyZWNh9X1sAI&previous_page_section_name=1000&federated_search_id=668170ce-6488-421f-b78a-75952ccbce95,Guesthouse in Gilbert,4.71 (70),https://a0.muscache.com/im/pictures/87953fb3-9d1e-4f1b-a077-93bb3ece2a07.jpg?im_w=720,$500 ,$500 ,https://www.airbnb.com/s/Phoenix--AZ--United-States/homes?price_min=500&price_max=505&items_offset=36,Entire guesthouse hosted by Francis,2 bedrooms,1 bath,empty,Stays,empty,7 guests · 
